label_source,feature,variant,scope,monkey,maze,k,perm_index,delta_null
svm,occupancy,full,top_ten,Nielsen,2,12,0,-0.010450399660814291
svm,occupancy,full,top_ten,Nielsen,2,12,1,0.012947564274564671
svm,occupancy,full,top_ten,Nielsen,2,12,2,-0.00904482198576484
svm,occupancy,full,top_ten,Nielsen,2,12,3,0.05753611496208366
svm,occupancy,full,top_ten,Nielsen,2,12,4,0.009459641105972638
svm,occupancy,full,top_ten,Nielsen,2,12,5,0.0031895872065882402
svm,occupancy,full,top_ten,Nielsen,2,12,6,0.015833549889360476
svm,occupancy,full,top_ten,Nielsen,2,12,7,0.03666470037896097
svm,occupancy,full,top_ten,Nielsen,2,12,8,-0.014182915944366492
svm,occupancy,full,top_ten,Nielsen,2,12,9,0.03798194024636925
svm,occupancy,full,top_ten,Nielsen,2,12,10,0.03333837534248807
svm,occupancy,full,top_ten,Nielsen,2,12,11,0.004141078203104498
svm,occupancy,full,top_ten,Nielsen,2,12,12,0.018260416515559985
svm,occupancy,full,top_ten,Nielsen,2,12,13,0.026699150540467453
svm,occupancy,full,top_ten,Nielsen,2,12,14,0.012697442317837537
svm,occupancy,full,top_ten,Nielsen,2,12,15,0.010233483128776033
svm,occupancy,full,top_ten,Nielsen,2,12,16,-0.027963532644458278
svm,occupancy,full,top_ten,Nielsen,2,12,17,0.035812754450042616
svm,occupancy,full,top_ten,Nielsen,2,12,18,0.025931972863098673
svm,occupancy,full,top_ten,Nielsen,2,12,19,-0.028015279689078354
svm,occupancy,full,top_ten,Nielsen,2,12,20,-0.004421868349996139
svm,occupancy,full,top_ten,Nielsen,2,12,21,0.005501643712352955
svm,occupancy,full,top_ten,Nielsen,2,12,22,-0.002997928007437922
svm,occupancy,full,top_ten,Nielsen,2,12,23,0.008935782188844388
svm,occupancy,full,top_ten,Nielsen,2,12,24,0.005439592668404547
svm,occupancy,full,top_ten,Nielsen,2,12,25,0.015258762649071111
svm,occupancy,full,top_ten,Nielsen,2,12,26,-0.0016396709173152058
svm,occupancy,full,top_ten,Nielsen,2,12,27,0.01933472610030884
svm,occupancy,full,top_ten,Nielsen,2,12,28,0.018279940044988896
svm,occupancy,full,top_ten,Nielsen,2,12,29,0.0017537854326776792
svm,occupancy,full,top_ten,Nielsen,2,12,30,0.0026940289345056545
svm,occupancy,full,top_ten,Nielsen,2,12,31,0.017962018033601423
svm,occupancy,full,top_ten,Nielsen,2,12,32,0.012270065341540404
svm,occupancy,full,top_ten,Nielsen,2,12,33,-0.016926838283154444
svm,occupancy,full,top_ten,Nielsen,2,12,34,-0.0022142576351869003
svm,occupancy,full,top_ten,Nielsen,2,12,35,0.007550003113389825
