label_source,feature,variant,scope,monkey,maze,k,perm_index,delta_null
svm,bigram,full,top_ten,Nielsen,4,6,0,-0.002191855201883919
svm,bigram,full,top_ten,Nielsen,4,6,1,-0.008017056363532116
svm,bigram,full,top_ten,Nielsen,4,6,2,0.003898293055061286
svm,bigram,full,top_ten,Nielsen,4,6,3,-0.03433888382766448
svm,bigram,full,top_ten,Nielsen,4,6,4,-0.04245767989177085
svm,bigram,full,top_ten,Nielsen,4,6,5,-0.007155469488118071
svm,bigram,full,top_ten,Nielsen,4,6,6,-0.0009487291440072321
svm,bigram,full,top_ten,Nielsen,4,6,7,0.01415532503521233
svm,bigram,full,top_ten,Nielsen,4,6,8,0.03836337594598915
svm,bigram,full,top_ten,Nielsen,4,6,9,0.007272049531887315
svm,bigram,full,top_ten,Nielsen,4,6,10,-0.0318987025027615
svm,bigram,full,top_ten,Nielsen,4,6,11,0.0014735419564249064
svm,bigram,full,top_ten,Nielsen,4,6,12,-0.02905898515443517
svm,bigram,full,top_ten,Nielsen,4,6,13,0.05155403420536531
svm,bigram,full,top_ten,Nielsen,4,6,14,0.03125009776186094
svm,bigram,full,top_ten,Nielsen,4,6,15,0.046405448670932214
svm,bigram,full,top_ten,Nielsen,4,6,16,0.03490810304446301
svm,bigram,full,top_ten,Nielsen,4,6,17,0.010433886322633756
svm,bigram,full,top_ten,Nielsen,4,6,18,-0.027318451324936377
svm,bigram,full,top_ten,Nielsen,4,6,19,-0.0036714494264312725
svm,bigram,full,top_ten,Nielsen,4,6,20,0.018954405776959282
svm,bigram,full,top_ten,Nielsen,4,6,21,-0.0032829137653089813
svm,bigram,full,top_ten,Nielsen,4,6,22,-0.008686308264005627
svm,bigram,full,top_ten,Nielsen,4,6,23,0.0004569824094321495
svm,bigram,full,top_ten,Nielsen,4,6,24,-0.009130698673723514
svm,bigram,full,top_ten,Nielsen,4,6,25,0.004114343625822303
svm,bigram,full,top_ten,Nielsen,4,6,26,-0.012954911386607315
svm,bigram,full,top_ten,Nielsen,4,6,27,0.005006536363305392
svm,bigram,full,top_ten,Nielsen,4,6,28,-0.006560903548925356
svm,bigram,full,top_ten,Nielsen,4,6,29,-0.01888742357922668
svm,bigram,full,top_ten,Nielsen,4,6,30,0.04281868610548356
svm,bigram,full,top_ten,Nielsen,4,6,31,0.029394781878927967
svm,bigram,full,top_ten,Nielsen,4,6,32,0.027067373752288848
svm,bigram,full,top_ten,Nielsen,4,6,33,-0.031715980556061174
svm,bigram,full,top_ten,Nielsen,4,6,34,-0.019404219028005265
svm,bigram,full,top_ten,Nielsen,4,6,35,0.011427050346085488
svm,bigram,full,top_ten,Nielsen,4,6,36,-0.002830466223760264
svm,bigram,full,top_ten,Nielsen,4,6,37,0.021267253211848525
svm,bigram,full,top_ten,Nielsen,4,6,38,-0.0026069089538272028
svm,bigram,full,top_ten,Nielsen,4,6,39,0.008130117177913787
svm,bigram,full,top_ten,Nielsen,4,6,40,-0.013938603893051904
svm,bigram,full,top_ten,Nielsen,4,6,41,0.023084871344473457
svm,bigram,full,top_ten,Nielsen,4,6,42,-0.020164523238540566
svm,bigram,full,top_ten,Nielsen,4,6,43,-0.004881261384905411
svm,bigram,full,top_ten,Nielsen,4,6,44,-0.01801906443825374
svm,bigram,full,top_ten,Nielsen,4,6,45,0.05717731761535383
svm,bigram,full,top_ten,Nielsen,4,6,46,0.007596329395407664
svm,bigram,full,top_ten,Nielsen,4,6,47,-0.01278487955241081
svm,bigram,full,top_ten,Nielsen,4,6,48,-0.008709139489200712
svm,bigram,full,top_ten,Nielsen,4,6,49,0.014234303032230944
svm,bigram,full,top_ten,Nielsen,4,6,50,-0.032086971893841354
svm,bigram,full,top_ten,Nielsen,4,6,51,0.0062953168261746795
svm,bigram,full,top_ten,Nielsen,4,6,52,0.009979373257849034
svm,bigram,full,top_ten,Nielsen,4,6,53,-0.013304687954723726
svm,bigram,full,top_ten,Nielsen,4,6,54,0.04353178569708671
svm,bigram,full,top_ten,Nielsen,4,6,55,-0.009360396724886089
svm,bigram,full,top_ten,Nielsen,4,6,56,0.01972953737203942
svm,bigram,full,top_ten,Nielsen,4,6,57,-0.03190986245959204
svm,bigram,full,top_ten,Nielsen,4,6,58,0.04609353770647895
svm,bigram,full,top_ten,Nielsen,4,6,59,0.013543205164265437
svm,bigram,full,top_ten,Nielsen,4,6,60,0.006199420061225536
svm,bigram,full,top_ten,Nielsen,4,6,61,-0.010243570004498603
svm,bigram,full,top_ten,Nielsen,4,6,62,-0.02685915632339675
svm,bigram,full,top_ten,Nielsen,4,6,63,0.007961294020322973
svm,bigram,full,top_ten,Nielsen,4,6,64,-0.004359793731862793
svm,bigram,full,top_ten,Nielsen,4,6,65,-0.028079265481095628
svm,bigram,full,top_ten,Nielsen,4,6,66,0.012459607434624376
svm,bigram,full,top_ten,Nielsen,4,6,67,-0.013187620332115513
svm,bigram,full,top_ten,Nielsen,4,6,68,-0.004053474949371694
svm,bigram,full,top_ten,Nielsen,4,6,69,-0.023121959085464883
svm,bigram,full,top_ten,Nielsen,4,6,70,0.0012138941950478044
svm,bigram,full,top_ten,Nielsen,4,6,71,0.0003534625573405892
svm,bigram,full,top_ten,Nielsen,4,6,72,-0.02185592813067161
svm,bigram,full,top_ten,Nielsen,4,6,73,0.008479256246263223
svm,bigram,full,top_ten,Nielsen,4,6,74,0.02903778324743811
svm,bigram,full,top_ten,Nielsen,4,6,75,-0.017655785895055343
svm,bigram,full,top_ten,Nielsen,4,6,76,-0.024712394182289765
svm,bigram,full,top_ten,Nielsen,4,6,77,-0.01646894093599205
svm,bigram,full,top_ten,Nielsen,4,6,78,0.035723525567666226
svm,bigram,full,top_ten,Nielsen,4,6,79,0.01574297668670266
svm,bigram,full,top_ten,Nielsen,4,6,80,0.009907048220545778
svm,bigram,full,top_ten,Nielsen,4,6,81,0.0032621785632763745
svm,bigram,full,top_ten,Nielsen,4,6,82,0.002796554792579009
