label_source,feature,variant,scope,monkey,maze,k,perm_index,delta_null
dendro,occupancy,full,publication,Nielsen,4,12,0,0.0200372673812923
dendro,occupancy,full,publication,Nielsen,4,12,1,-0.0004291979371329191
dendro,occupancy,full,publication,Nielsen,4,12,2,0.007206501725429915
dendro,occupancy,full,publication,Nielsen,4,12,3,-0.011014577593707942
dendro,occupancy,full,publication,Nielsen,4,12,4,-0.010412409776512477
dendro,occupancy,full,publication,Nielsen,4,12,5,0.006463120178700654
dendro,occupancy,full,publication,Nielsen,4,12,6,-0.009530215629749428
dendro,occupancy,full,publication,Nielsen,4,12,7,-0.017618173765635792
dendro,occupancy,full,publication,Nielsen,4,12,8,-0.008912739441106377
dendro,occupancy,full,publication,Nielsen,4,12,9,0.00329363871703503
dendro,occupancy,full,publication,Nielsen,4,12,10,0.0005576979108212754
dendro,occupancy,full,publication,Nielsen,4,12,11,-0.005183608095280179
dendro,occupancy,full,publication,Nielsen,4,12,12,-0.0015046601004525817
dendro,occupancy,full,publication,Nielsen,4,12,13,9.154927659471568e-05
dendro,occupancy,full,publication,Nielsen,4,12,14,0.003317153502437775
dendro,occupancy,full,publication,Nielsen,4,12,15,-0.0030663635715860726
dendro,occupancy,full,publication,Nielsen,4,12,16,-0.012572240702054316
dendro,occupancy,full,publication,Nielsen,4,12,17,-0.010289951091466132
dendro,occupancy,full,publication,Nielsen,4,12,18,-0.010464723181918933
dendro,occupancy,full,publication,Nielsen,4,12,19,-0.010052793684228067
dendro,occupancy,full,publication,Nielsen,4,12,20,0.003011540825567871
dendro,occupancy,full,publication,Nielsen,4,12,21,-0.007696298198640594
dendro,occupancy,full,publication,Nielsen,4,12,22,0.019658554166516518
dendro,occupancy,full,publication,Nielsen,4,12,23,-0.019026980706742358
dendro,occupancy,full,publication,Nielsen,4,12,24,0.015581854600981049
dendro,occupancy,full,publication,Nielsen,4,12,25,-0.019459326872693916
dendro,occupancy,full,publication,Nielsen,4,12,26,0.020331798986005456
dendro,occupancy,full,publication,Nielsen,4,12,27,-0.010831699526501426
dendro,occupancy,full,publication,Nielsen,4,12,28,0.0033437347533958883
dendro,occupancy,full,publication,Nielsen,4,12,29,-0.012873978147357579
dendro,occupancy,full,publication,Nielsen,4,12,30,-0.0009472375021283286
dendro,occupancy,full,publication,Nielsen,4,12,31,0.0034233299105681514
dendro,occupancy,full,publication,Nielsen,4,12,32,-0.017385638312645835
dendro,occupancy,full,publication,Nielsen,4,12,33,0.002291376407909884
dendro,occupancy,full,publication,Nielsen,4,12,34,0.0010188640733193033
dendro,occupancy,full,publication,Nielsen,4,12,35,0.0016244816542416718
dendro,occupancy,full,publication,Nielsen,4,12,36,0.014870511140133602
dendro,occupancy,full,publication,Nielsen,4,12,37,0.0022773104664881583
dendro,occupancy,full,publication,Nielsen,4,12,38,-0.0027474435985584966
dendro,occupancy,full,publication,Nielsen,4,12,39,0.02110628296961292
dendro,occupancy,full,publication,Nielsen,4,12,40,0.020234820637004325
dendro,occupancy,full,publication,Nielsen,4,12,41,0.007904492619522863
dendro,occupancy,full,publication,Nielsen,4,12,42,-0.00935035816869445
dendro,occupancy,full,publication,Nielsen,4,12,43,0.02223193056640771
dendro,occupancy,full,publication,Nielsen,4,12,44,0.012013628801368248
dendro,occupancy,full,publication,Nielsen,4,12,45,0.002911289688076746
dendro,occupancy,full,publication,Nielsen,4,12,46,0.010792828805723853
dendro,occupancy,full,publication,Nielsen,4,12,47,-0.009853244583177823
dendro,occupancy,full,publication,Nielsen,4,12,48,0.0033937529116955245
dendro,occupancy,full,publication,Nielsen,4,12,49,-0.01238796868382841
dendro,occupancy,full,publication,Nielsen,4,12,50,-0.017363042429671904
dendro,occupancy,full,publication,Nielsen,4,12,51,-0.005948421851372787
dendro,occupancy,full,publication,Nielsen,4,12,52,0.013166891392780933
dendro,occupancy,full,publication,Nielsen,4,12,53,-0.008780281396410294
dendro,occupancy,full,publication,Nielsen,4,12,54,-0.013346788356686679
dendro,occupancy,full,publication,Nielsen,4,12,55,-0.012182086134349013
dendro,occupancy,full,publication,Nielsen,4,12,56,-0.007938440430264593
dendro,occupancy,full,publication,Nielsen,4,12,57,0.04701964643137291
dendro,occupancy,full,publication,Nielsen,4,12,58,-0.011787574597619477
dendro,occupancy,full,publication,Nielsen,4,12,59,0.005592765936411892
dendro,occupancy,full,publication,Nielsen,4,12,60,-0.003519028317473527
dendro,occupancy,full,publication,Nielsen,4,12,61,0.009338029459906583
dendro,occupancy,full,publication,Nielsen,4,12,62,0.01959496997268706
dendro,occupancy,full,publication,Nielsen,4,12,63,0.00867838752343586
dendro,occupancy,full,publication,Nielsen,4,12,64,-0.011530089283916634
dendro,occupancy,full,publication,Nielsen,4,12,65,-0.008878269002639771
dendro,occupancy,full,publication,Nielsen,4,12,66,-0.013064064712284051
dendro,occupancy,full,publication,Nielsen,4,12,67,-0.007386548607746679
dendro,occupancy,full,publication,Nielsen,4,12,68,-0.004261532543502922
dendro,occupancy,full,publication,Nielsen,4,12,69,-0.008018572434756122
dendro,occupancy,full,publication,Nielsen,4,12,70,0.032921801794765004
dendro,occupancy,full,publication,Nielsen,4,12,71,-0.005416940428166317
dendro,occupancy,full,publication,Nielsen,4,12,72,0.029878980316809578
dendro,occupancy,full,publication,Nielsen,4,12,73,0.00032029708981584637
dendro,occupancy,full,publication,Nielsen,4,12,74,0.019766801544671586
dendro,occupancy,full,publication,Nielsen,4,12,75,-0.009393365464072767
dendro,occupancy,full,publication,Nielsen,4,12,76,-0.00208862247966779
dendro,occupancy,full,publication,Nielsen,4,12,77,-0.009595497134231579
dendro,occupancy,full,publication,Nielsen,4,12,78,0.011950727913151549
dendro,occupancy,full,publication,Nielsen,4,12,79,-0.0010768344521596696
dendro,occupancy,full,publication,Nielsen,4,12,80,-0.010900776517864808
dendro,occupancy,full,publication,Nielsen,4,12,81,0.002849081623751859
dendro,occupancy,full,publication,Nielsen,4,12,82,-0.00738548712631093
dendro,occupancy,full,publication,Nielsen,4,12,83,-0.013057344081329303
